Unnamed: 0,Name,Type,Health,Attack,Defence,Moves
1076,Sneasler,Fighting,80,130,60,"All-Out Pummeling,Arm Thrust,Aura Sphere,Axe Kick,Body Press,Brick Break,Bulk Up,Circle Throw,Close Combat,Coaching,Collision Course,Combat Torque,Counter,Cross Chop,Detect,Double Kick,Drain Punch,Dynamic Punch,Final Gambit,Flying Press,Focus Blast,Focus Punch,Force Palm,G-Max Chi Strike,Hammer Arm,High Jump Kick,Jump Kick,Karate Chop,Low Kick,Low Sweep,Mach Punch,Mat Block,Max Knuckle,Meteor Assault,No Retreat,Octolock,Power-Up Punch,Quick Guard,Revenge,Reversal,Rock Smash,Rolling Kick,Sacred Sword,Secret Sword,Seismic Toss,Sky Uppercut,Storm Throw,Submission,Superpower,Thunderous Kick,Triple Arrows,Triple Kick,Upper Hand,Vacuum Wave,Victory Dance,Vital Throw,Wake-Up Slap"
1077,Overqwil,Dark,85,115,95,"Assurance,Baddy Bad,Beat Up,Bite,Black Hole Eclipse,Brutal Swing,Ceaseless Edge,Comeuppance,Crunch,Dark Pulse,Dark Void,Darkest Lariat,Embargo,Fake Tears,False Surrender,Feint Attack,Fiery Wrath,Flatter,Fling,Foul Play,G-Max One Blow,G-Max Snooze,Hone Claws,Hyperspace Fury,Jaw Lock,Knock Off,Kowtow Cleave,Lash Out,Malicious Moonsault,Max Darkness,Memento,Nasty Plot,Night Daze,Night Slash,Obstruct,Parting Shot,Payback,Power Trip,Punishment,Pursuit,Quash,Ruination,Snarl,Snatch,Sucker Punch,Switcheroo,Taunt,Thief,Throat Chop,Topsy-Turvy,Torment,Wicked Blow,Wicked Torque"
1078,Enamorus,Fairy,74,115,70,"Alluring Voice,Aromatic Mist,Baby-Doll Eyes,Charm,Crafty Shield,Dazzling Gleam,Decorate,Disarming Voice,Draining Kiss,Fairy Lock,Fairy Wind,Fleur Cannon,Floral Healing,Flower Shield,G-Max Finale,G-Max Smite,Geomancy,Guardian of Alola,Let's Snuggle Forever,Light of Ruin,Magical Torque,Max Starfall,Misty Explosion,Misty Terrain,Moonblast,Moonlight,Nature's Madness,Play Rough,Sparkly Swirl,Spirit Break,Springtide Storm,Strange Steam,Sweet Kiss,Twinkle Tackle"
1079,Enamorus,Fairy,74,115,110,"Alluring Voice,Aromatic Mist,Baby-Doll Eyes,Charm,Crafty Shield,Dazzling Gleam,Decorate,Disarming Voice,Draining Kiss,Fairy Lock,Fairy Wind,Fleur Cannon,Floral Healing,Flower Shield,G-Max Finale,G-Max Smite,Geomancy,Guardian of Alola,Let's Snuggle Forever,Light of Ruin,Magical Torque,Max Starfall,Misty Explosion,Misty Terrain,Moonblast,Moonlight,Nature's Madness,Play Rough,Sparkly Swirl,Spirit Break,Springtide Storm,Strange Steam,Sweet Kiss,Twinkle Tackle"
1080,Sprigatito,Grass,40,61,54,"Absorb,Apple Acid,Aromatherapy,Bloom Doom,Branch Poke,Bullet Seed,Chloroblast,Cotton Guard,Cotton Spore,Drum Beating,Energy Ball,Flower Trick,Forest's Curse,Frenzy Plant,G-Max Drum Solo,G-Max Sweetness,G-Max Tartness,G-Max Vine Lash,Giga Drain,Grass Knot,Grass Pledge,Grass Whistle,Grassy Glide,Grassy Terrain,Grav Apple,Horn Leech,Ingrain,Ivy Cudgel,Jungle Healing,Leaf Blade,Leaf Storm,Leaf Tornado,Leafage,Leech Seed,Magical Leaf,Matcha Gotcha,Max Overgrowth,Mega Drain,Needle Arm,Petal Blizzard,Petal Dance,Power Whip,Razor Leaf,Sappy Seed,Seed Bomb,Seed Flare,Sleep Powder,Snap Trap,Solar Beam,Solar Blade,Spicy Extract,Spiky Shield,Spore,Strength Sap,Stun Spore,Synthesis,Syrup Bomb,Trailblaze,Trop Kick,Vine Whip,Wood Hammer,Worry Seed"
1081,Floragato,Grass,61,80,63,"Absorb,Apple Acid,Aromatherapy,Bloom Doom,Branch Poke,Bullet Seed,Chloroblast,Cotton Guard,Cotton Spore,Drum Beating,Energy Ball,Flower Trick,Forest's Curse,Frenzy Plant,G-Max Drum Solo,G-Max Sweetness,G-Max Tartness,G-Max Vine Lash,Giga Drain,Grass Knot,Grass Pledge,Grass Whistle,Grassy Glide,Grassy Terrain,Grav Apple,Horn Leech,Ingrain,Ivy Cudgel,Jungle Healing,Leaf Blade,Leaf Storm,Leaf Tornado,Leafage,Leech Seed,Magical Leaf,Matcha Gotcha,Max Overgrowth,Mega Drain,Needle Arm,Petal Blizzard,Petal Dance,Power Whip,Razor Leaf,Sappy Seed,Seed Bomb,Seed Flare,Sleep Powder,Snap Trap,Solar Beam,Solar Blade,Spicy Extract,Spiky Shield,Spore,Strength Sap,Stun Spore,Synthesis,Syrup Bomb,Trailblaze,Trop Kick,Vine Whip,Wood Hammer,Worry Seed"
1082,Meowscarada,Grass,76,110,70,"Absorb,Apple Acid,Aromatherapy,Bloom Doom,Branch Poke,Bullet Seed,Chloroblast,Cotton Guard,Cotton Spore,Drum Beating,Energy Ball,Flower Trick,Forest's Curse,Frenzy Plant,G-Max Drum Solo,G-Max Sweetness,G-Max Tartness,G-Max Vine Lash,Giga Drain,Grass Knot,Grass Pledge,Grass Whistle,Grassy Glide,Grassy Terrain,Grav Apple,Horn Leech,Ingrain,Ivy Cudgel,Jungle Healing,Leaf Blade,Leaf Storm,Leaf Tornado,Leafage,Leech Seed,Magical Leaf,Matcha Gotcha,Max Overgrowth,Mega Drain,Needle Arm,Petal Blizzard,Petal Dance,Power Whip,Razor Leaf,Sappy Seed,Seed Bomb,Seed Flare,Sleep Powder,Snap Trap,Solar Beam,Solar Blade,Spicy Extract,Spiky Shield,Spore,Strength Sap,Stun Spore,Synthesis,Syrup Bomb,Trailblaze,Trop Kick,Vine Whip,Wood Hammer,Worry Seed"
1083,Fuecoco,Fire,67,45,59,"Armor Cannon,Bitter Blade,Blast Burn,Blaze Kick,Blazing Torque,Blue Flare,Burn Up,Burning Bulwark,Burning Jealousy,Ember,Eruption,Fiery Dance,Fire Blast,Fire Fang,Fire Lash,Fire Pledge,Fire Punch,Fire Spin,Flame Burst,Flame Charge,Flame Wheel,Flamethrower,Flare Blitz,Fusion Flare,G-Max Centiferno,G-Max Fireball,G-Max Wildfire,Heat Crash,Heat Wave,Incinerate,Inferno,Inferno Overdrive,Lava Plume,Magma Storm,Max Flare,Mind Blown,Mystical Fire,Overheat,Pyro Ball,Raging Fury,Sacred Fire,Searing Shot,Shell Trap,Sizzly Slide,Sunny Day,Temper Flare,Torch Song,V-create,Will-O-Wisp"
1084,Crocalor,Fire,81,55,78,"Armor Cannon,Bitter Blade,Blast Burn,Blaze Kick,Blazing Torque,Blue Flare,Burn Up,Burning Bulwark,Burning Jealousy,Ember,Eruption,Fiery Dance,Fire Blast,Fire Fang,Fire Lash,Fire Pledge,Fire Punch,Fire Spin,Flame Burst,Flame Charge,Flame Wheel,Flamethrower,Flare Blitz,Fusion Flare,G-Max Centiferno,G-Max Fireball,G-Max Wildfire,Heat Crash,Heat Wave,Incinerate,Inferno,Inferno Overdrive,Lava Plume,Magma Storm,Max Flare,Mind Blown,Mystical Fire,Overheat,Pyro Ball,Raging Fury,Sacred Fire,Searing Shot,Shell Trap,Sizzly Slide,Sunny Day,Temper Flare,Torch Song,V-create,Will-O-Wisp"
1085,Skeledirge,Fire,104,75,100,"Armor Cannon,Bitter Blade,Blast Burn,Blaze Kick,Blazing Torque,Blue Flare,Burn Up,Burning Bulwark,Burning Jealousy,Ember,Eruption,Fiery Dance,Fire Blast,Fire Fang,Fire Lash,Fire Pledge,Fire Punch,Fire Spin,Flame Burst,Flame Charge,Flame Wheel,Flamethrower,Flare Blitz,Fusion Flare,G-Max Centiferno,G-Max Fireball,G-Max Wildfire,Heat Crash,Heat Wave,Incinerate,Inferno,Inferno Overdrive,Lava Plume,Magma Storm,Max Flare,Mind Blown,Mystical Fire,Overheat,Pyro Ball,Raging Fury,Sacred Fire,Searing Shot,Shell Trap,Sizzly Slide,Sunny Day,Temper Flare,Torch Song,V-create,Will-O-Wisp"
1086,Quaxly,Water,55,65,45,"Aqua Cutter,Aqua Jet,Aqua Ring,Aqua Step,Aqua Tail,Bouncy Bubble,Brine,Bubble,Bubble Beam,Chilling Water,Clamp,Crabhammer,Dive,Fishious Rend,Flip Turn,G-Max Cannonade,G-Max Foam Burst,G-Max Hydrosnipe,G-Max Rapid Flow,G-Max Stonesurge,Hydro Cannon,Hydro Pump,Hydro Steam,Hydro Vortex,Jet Punch,Life Dew,Liquidation,Max Geyser,Muddy Water,Oceanic Operetta,Octazooka,Origin Pulse,Rain Dance,Razor Shell,Scald,Snipe Shot,Soak,Sparkling Aria,Splishy Splash,Steam Eruption,Surf,Surging Strikes,Triple Dive,Water Gun,Water Pledge,Water Pulse,Water Shuriken,Water Sport,Water Spout,Waterfall,Wave Crash,Whirlpool,Withdraw"
1087,Quaxwell,Water,70,85,65,"Aqua Cutter,Aqua Jet,Aqua Ring,Aqua Step,Aqua Tail,Bouncy Bubble,Brine,Bubble,Bubble Beam,Chilling Water,Clamp,Crabhammer,Dive,Fishious Rend,Flip Turn,G-Max Cannonade,G-Max Foam Burst,G-Max Hydrosnipe,G-Max Rapid Flow,G-Max Stonesurge,Hydro Cannon,Hydro Pump,Hydro Steam,Hydro Vortex,Jet Punch,Life Dew,Liquidation,Max Geyser,Muddy Water,Oceanic Operetta,Octazooka,Origin Pulse,Rain Dance,Razor Shell,Scald,Snipe Shot,Soak,Sparkling Aria,Splishy Splash,Steam Eruption,Surf,Surging Strikes,Triple Dive,Water Gun,Water Pledge,Water Pulse,Water Shuriken,Water Sport,Water Spout,Waterfall,Wave Crash,Whirlpool,Withdraw"
1088,Quaquaval,Water,85,120,80,"Aqua Cutter,Aqua Jet,Aqua Ring,Aqua Step,Aqua Tail,Bouncy Bubble,Brine,Bubble,Bubble Beam,Chilling Water,Clamp,Crabhammer,Dive,Fishious Rend,Flip Turn,G-Max Cannonade,G-Max Foam Burst,G-Max Hydrosnipe,G-Max Rapid Flow,G-Max Stonesurge,Hydro Cannon,Hydro Pump,Hydro Steam,Hydro Vortex,Jet Punch,Life Dew,Liquidation,Max Geyser,Muddy Water,Oceanic Operetta,Octazooka,Origin Pulse,Rain Dance,Razor Shell,Scald,Snipe Shot,Soak,Sparkling Aria,Splishy Splash,Steam Eruption,Surf,Surging Strikes,Triple Dive,Water Gun,Water Pledge,Water Pulse,Water Shuriken,Water Sport,Water Spout,Waterfall,Wave Crash,Whirlpool,Withdraw"
1089,Lechonk,Normal,54,45,40,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
1090,Oinkologne,Normal,110,100,75,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
1091,Oinkologne,Normal,115,90,70,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
1092,Tarountula,Bug,35,41,45,"Attack Order,Bug Bite,Bug Buzz,Defend Order,Fell Stinger,First Impression,Fury Cutter,G-Max Befuddle,Heal Order,Infestation,Leech Life,Lunge,Max Flutterby,Megahorn,Pin Missile,Pollen Puff,Pounce,Powder,Quiver Dance,Rage Powder,Savage Spin-Out,Signal Beam,Silk Trap,Silver Wind,Skitter Smack,Spider Web,Steamroller,Sticky Web,String Shot,Struggle Bug,Tail Glow,Twineedle,U-turn,X-Scissor"
1093,Spidops,Bug,60,79,92,"Attack Order,Bug Bite,Bug Buzz,Defend Order,Fell Stinger,First Impression,Fury Cutter,G-Max Befuddle,Heal Order,Infestation,Leech Life,Lunge,Max Flutterby,Megahorn,Pin Missile,Pollen Puff,Pounce,Powder,Quiver Dance,Rage Powder,Savage Spin-Out,Signal Beam,Silk Trap,Silver Wind,Skitter Smack,Spider Web,Steamroller,Sticky Web,String Shot,Struggle Bug,Tail Glow,Twineedle,U-turn,X-Scissor"
1094,Nymble,Bug,33,46,40,"Attack Order,Bug Bite,Bug Buzz,Defend Order,Fell Stinger,First Impression,Fury Cutter,G-Max Befuddle,Heal Order,Infestation,Leech Life,Lunge,Max Flutterby,Megahorn,Pin Missile,Pollen Puff,Pounce,Powder,Quiver Dance,Rage Powder,Savage Spin-Out,Signal Beam,Silk Trap,Silver Wind,Skitter Smack,Spider Web,Steamroller,Sticky Web,String Shot,Struggle Bug,Tail Glow,Twineedle,U-turn,X-Scissor"
1095,Lokix,Bug,71,102,78,"Attack Order,Bug Bite,Bug Buzz,Defend Order,Fell Stinger,First Impression,Fury Cutter,G-Max Befuddle,Heal Order,Infestation,Leech Life,Lunge,Max Flutterby,Megahorn,Pin Missile,Pollen Puff,Pounce,Powder,Quiver Dance,Rage Powder,Savage Spin-Out,Signal Beam,Silk Trap,Silver Wind,Skitter Smack,Spider Web,Steamroller,Sticky Web,String Shot,Struggle Bug,Tail Glow,Twineedle,U-turn,X-Scissor"
1096,Pawmi,Electric,45,50,20,"10,000,000 Volt Thunderbolt,Aura Wheel,Bolt Beak,Bolt Strike,Buzzy Buzz,Catastropika,Charge,Charge Beam,Discharge,Double Shock,Eerie Impulse,Electric Terrain,Electrify,Electro Ball,Electro Drift,Electro Shot,Electroweb,Fusion Bolt,G-Max Stun Shock,G-Max Volt Crash,Gigavolt Havoc,Ion Deluge,Magnet Rise,Magnetic Flux,Max Lightning,Nuzzle,Overdrive,Parabolic Charge,Pika Papow,Plasma Fists,Rising Voltage,Shock Wave,Spark,Stoked Sparksurfer,Supercell Slam,Thunder,Thunder Cage,Thunder Fang,Thunder Punch,Thunder Shock,Thunder Wave,Thunderbolt,Thunderclap,Volt Switch,Volt Tackle,Wild Charge,Wildbolt Storm,Zap Cannon,Zing Zap,Zippy Zap"
1097,Pawmo,Electric,60,75,40,"10,000,000 Volt Thunderbolt,Aura Wheel,Bolt Beak,Bolt Strike,Buzzy Buzz,Catastropika,Charge,Charge Beam,Discharge,Double Shock,Eerie Impulse,Electric Terrain,Electrify,Electro Ball,Electro Drift,Electro Shot,Electroweb,Fusion Bolt,G-Max Stun Shock,G-Max Volt Crash,Gigavolt Havoc,Ion Deluge,Magnet Rise,Magnetic Flux,Max Lightning,Nuzzle,Overdrive,Parabolic Charge,Pika Papow,Plasma Fists,Rising Voltage,Shock Wave,Spark,Stoked Sparksurfer,Supercell Slam,Thunder,Thunder Cage,Thunder Fang,Thunder Punch,Thunder Shock,Thunder Wave,Thunderbolt,Thunderclap,Volt Switch,Volt Tackle,Wild Charge,Wildbolt Storm,Zap Cannon,Zing Zap,Zippy Zap"
1098,Pawmot,Electric,70,115,70,"10,000,000 Volt Thunderbolt,Aura Wheel,Bolt Beak,Bolt Strike,Buzzy Buzz,Catastropika,Charge,Charge Beam,Discharge,Double Shock,Eerie Impulse,Electric Terrain,Electrify,Electro Ball,Electro Drift,Electro Shot,Electroweb,Fusion Bolt,G-Max Stun Shock,G-Max Volt Crash,Gigavolt Havoc,Ion Deluge,Magnet Rise,Magnetic Flux,Max Lightning,Nuzzle,Overdrive,Parabolic Charge,Pika Papow,Plasma Fists,Rising Voltage,Shock Wave,Spark,Stoked Sparksurfer,Supercell Slam,Thunder,Thunder Cage,Thunder Fang,Thunder Punch,Thunder Shock,Thunder Wave,Thunderbolt,Thunderclap,Volt Switch,Volt Tackle,Wild Charge,Wildbolt Storm,Zap Cannon,Zing Zap,Zippy Zap"
1099,Tandemaus,Normal,50,50,45,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
1100,Maushold,Normal,74,75,70,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
